location_id,latitude,longitude,flood_severity,population_density,avg_income,predominant_household_type,demand_hygiene,demand_clothing,demand_food,nearest_dist_point_id,dist_point_latitude,dist_point_longitude,distance_to_point_km,point_capacity_hygiene,point_capacity_clothing,point_capacity_food,accessibility_score
LOC_d7c5e2b9,-23.492909162081805,-46.66199410719292,3,318.66,3672.5,Casal,6,6,6,DP_e85b803d,-23.476551386484136,-46.672197503533354,2.09,9,3,4,5
LOC_23be7bdd,-23.58154987903513,-46.64254022254901,2,981.75,3165.49,Família com Crianças,6,5,3,DP_a00fb47c,-23.562621931093844,-46.63620259607727,2.2,4,10,2,6
LOC_5a757ca7,-23.449435643881554,-46.79217379441278,3,432.39,783.99,Família com Crianças,5,7,5,DP_5efad43c,-23.449178349861636,-46.78862134213231,0.36,4,10,5,9
LOC_c881e4a2,-23.648758157883073,-46.77537291512898,1,291.76,500.0,Casal,3,2,3,DP_3fa9402c,-23.643582018815305,-46.79543261504149,2.12,7,5,6,8
LOC_fed1e832,-23.546914693861936,-46.666128211458485,3,331.21,1457.02,Casal,4,4,1,DP_5af9beb7,-23.54347991050569,-46.675420925446126,1.02,9,8,9,7
LOC_00e42133,-23.469288071650855,-46.548287361329955,4,600.65,3589.9,Família com Crianças,6,10,8,DP_1e5bc3a8,-23.47862762750177,-46.54295633645559,1.17,8,6,4,7
LOC_332ec520,-23.475362196049606,-46.771668739383294,2,366.13,4284.95,Casal,3,3,5,DP_803fe971,-23.482326056051757,-46.76214704832643,1.24,10,1,1,7
LOC_16bab89a,-23.53338838340886,-46.55587051299383,4,2098.78,2013.72,Família com Crianças,7,10,8,DP_d8734910,-23.547536481487874,-46.56496540563815,1.82,4,8,6,6
LOC_f5d9e0e1,-23.50508646131241,-46.78688109083871,3,231.48,1421.73,Adulto Sozinho,2,8,4,DP_278ff609,-23.520351156484153,-46.78442654717463,1.71,2,4,1,5
LOC_6f4aa7d8,-23.514343591431864,-46.67192637247583,4,789.69,2192.71,Casal,9,7,10,DP_b94f8228,-23.501066491511626,-46.685593555369756,2.03,1,5,9,7
LOC_29043716,-23.45646997467641,-46.53944052915033,4,307.03,2745.16,Casal,7,8,7,DP_1e5bc3a8,-23.47862762750177,-46.54295633645559,2.49,8,6,4,3
LOC_983a77d7,-23.631224818075875,-46.782662563016075,1,714.78,2156.66,Família com Crianças,4,1,4,DP_07311449,-23.630234365078177,-46.79922003486498,1.69,1,4,9,8
LOC_5a9515be,-23.474790730009243,-46.64249234565386,3,3193.58,4632.35,Casal,5,6,4,DP_95a74d50,-23.452744487818617,-46.638285576622025,2.48,3,3,8,10
LOC_ae3f639c,-23.514187438998697,-46.56751316130294,4,1450.62,1711.08,Adulto Sozinho,8,6,3,DP_016f9fd0,-23.497880501976127,-46.591292407219186,3.02,3,6,1,5
LOC_f1f2f2c5,-23.4943967005639,-46.65273343489419,3,454.93,4475.24,Família com Crianças,6,9,8,DP_e85b803d,-23.476551386484136,-46.672197503533354,2.8,9,3,4,5
LOC_122b2d9f,-23.492581942863477,-46.57325838705697,2,727.69,3019.48,Família com Crianças,6,3,2,DP_016f9fd0,-23.497880501976127,-46.591292407219186,1.93,3,6,1,6
LOC_a60068f3,-23.545880345087486,-46.660446593237914,1,1031.18,3077.32,Casal,4,2,2,DP_d3e22f02,-23.55225828470366,-46.653110209687966,1.03,4,6,5,7
LOC_1541c25d,-23.691719092013525,-46.62359445075604,2,316.35,1196.64,Família com Crianças,4,8,2,DP_9fb30649,-23.683465897524272,-46.60587669044847,2.02,2,4,2,8
LOC_41802ee3,-23.42106219896815,-46.746247947423065,1,663.13,1365.56,Família com Crianças,6,4,1,DP_3a71bf58,-23.43519692543406,-46.70158743862493,4.81,7,7,10,7
LOC_300f7d9b,-23.603032109347367,-46.76319617411669,3,1532.76,1549.17,Casal,3,6,4,DP_343959a8,-23.582683765439054,-46.76817242326442,2.31,3,9,2,5
LOC_f0bc9125,-23.422079450102498,-46.63439273348884,3,2029.78,514.68,Idosos,6,6,2,DP_9d82889e,-23.412487099186073,-46.61579868604996,2.17,9,2,8,6
LOC_7b72f78b,-23.63879841531833,-46.59407406574335,2,1581.25,4086.05,Casal,6,5,5,DP_10a1b32b,-23.62839796787828,-46.56361465380137,3.31,2,7,1,4
LOC_15aed5a2,-23.64171046909251,-46.56797013586693,1,644.63,791.41,Família com Crianças,2,2,4,DP_10a1b32b,-23.62839796787828,-46.56361465380137,1.54,2,7,1,9
LOC_9577c2ff,-23.548362245996824,-46.64674735145344,3,2419.43,4259.83,Casal,4,6,4,DP_d3e22f02,-23.55225828470366,-46.653110209687966,0.78,4,6,5,5
LOC_6afc12ff,-23.487002601242352,-46.61932290306585,2,745.69,9385.79,Adulto Sozinho,4,2,4,DP_016f9fd0,-23.497880501976127,-46.591292407219186,3.1,3,6,1,4
LOC_e78fa037,-23.642459567228567,-46.575741717794585,2,1438.89,1171.76,Casal,4,5,5,DP_10a1b32b,-23.62839796787828,-46.56361465380137,1.99,2,7,1,7
LOC_7029faa5,-23.555788121689616,-46.71064490869097,3,5308.77,6694.46,Família com Crianças,5,10,8,DP_eeaf801e,-23.531213276674276,-46.71786423760367,2.83,7,3,5,6
LOC_8d704549,-23.605149206057067,-46.5101620563325,2,636.43,5816.63,Idosos,4,3,1,DP_d8b2af58,-23.60816697866152,-46.539444179453824,3.0,7,4,3,6
LOC_2e90bac5,-23.555846536892965,-46.592913397926935,2,804.11,3386.89,Família com Crianças,5,4,9,DP_681b33b5,-23.563742760790948,-46.59742241854985,0.99,10,10,9,9
LOC_3c9ae48b,-23.577736651058192,-46.616503640048386,3,423.94,3842.14,Família com Crianças,6,6,5,DP_0fbca58c,-23.56222740269425,-46.613792866281635,1.74,3,3,7,5
LOC_73f95d77,-23.666487530771978,-46.68744164631098,3,543.78,5868.03,Família com Crianças,6,9,4,DP_92787c0a,-23.63476440130138,-46.71492660975597,4.5,3,10,2,2
LOC_ff531507,-23.463005193334453,-46.66287966355801,4,1073.81,3338.24,Adulto Sozinho,7,7,10,DP_e85b803d,-23.476551386484136,-46.672197503533354,1.78,9,3,4,5
LOC_d0c25257,-23.518348705810972,-46.70069690019753,4,1090.15,1243.4,Adulto Sozinho,7,8,8,DP_eeaf801e,-23.531213276674276,-46.71786423760367,2.26,7,3,5,4
LOC_9f1b33cb,-23.433911061190237,-46.52465204885608,4,892.42,2810.89,Adulto Sozinho,7,2,7,DP_f1441d18,-23.41135547459535,-46.51544828235832,2.67,7,1,9,4
LOC_f41c2c40,-23.574401060244746,-46.54657175003312,2,1254.19,500.0,Família com Crianças,5,6,6,DP_e3b3e572,-23.56900733739578,-46.57788991054601,3.24,9,7,9,6
LOC_302770b0,-23.408748912700855,-46.67078729626745,3,385.53,4388.31,Casal,7,7,5,DP_f793fdd2,-23.431616529114766,-46.66263748164485,2.67,6,7,7,5
LOC_ed97acd5,-23.66087752552689,-46.66033023517841,1,1675.49,500.0,Adulto Sozinho,3,3,4,DP_00670d2b,-23.64530423036534,-46.632571571084796,3.31,1,9,1,5
LOC_cbdedcf1,-23.643945054296005,-46.53753402258336,4,642.04,4030.3,Família com Crianças,6,5,4,DP_e82396bc,-23.654765833563626,-46.547771504507246,1.59,2,7,8,3
LOC_dfe1d249,-23.62143808752109,-46.774070204459505,3,926.93,3399.05,Família com Crianças,9,4,8,DP_07311449,-23.630234365078177,-46.79922003486498,2.74,1,4,9,4
LOC_75aac287,-23.662105557771643,-46.54831534998216,1,2437.49,2151.84,Casal,1,1,1,DP_e82396bc,-23.654765833563626,-46.547771504507246,0.82,2,7,8,7
LOC_16e975e0,-23.65726139647176,-46.73916053354311,1,933.06,500.0,Família com Crianças,2,3,4,DP_92787c0a,-23.63476440130138,-46.71492660975597,3.51,3,10,2,7
LOC_02bb4269,-23.4301928506054,-46.55132159928598,3,746.14,913.36,Família com Crianças,7,7,8,DP_add8a21a,-23.445722312961912,-46.579277303118424,3.33,3,6,10,6
LOC_eeb1e3c1,-23.52872544761691,-46.70735466542979,2,735.86,653.09,Família com Crianças,5,3,3,DP_eeaf801e,-23.531213276674276,-46.71786423760367,1.1,7,3,5,8
LOC_26ca2ef5,-23.68150622834421,-46.56693814317153,1,976.53,500.0,Família com Crianças,1,5,2,DP_e82396bc,-23.654765833563626,-46.547771504507246,3.55,2,7,8,4
LOC_35600add,-23.593858511939835,-46.535378965968576,2,571.67,1449.28,Família com Crianças,7,8,6,DP_d8b2af58,-23.60816697866152,-46.539444179453824,1.64,7,4,3,7
LOC_2f8f5596,-23.530859303846178,-46.52090533456901,3,5509.93,4083.48,Casal,5,2,1,DP_bee23920,-23.5371057126562,-46.509873617866766,1.32,8,3,10,6
LOC_59ccc196,-23.581235310534545,-46.55531083812166,2,1914.91,1136.05,Família com Crianças,1,6,9,DP_e3b3e572,-23.56900733739578,-46.57788991054601,2.67,9,7,9,8
LOC_58a97ada,-23.6058355654192,-46.5074067694689,3,598.4,1438.12,Idosos,5,8,3,DP_d8b2af58,-23.60816697866152,-46.539444179453824,3.27,7,4,3,6
LOC_ff05a2e9,-23.577434254676227,-46.612355817059345,3,2426.77,1614.67,Casal,7,2,6,DP_a6e04c58,-23.580882963693625,-46.597846107643335,1.52,5,10,5,6
LOC_83b9e5b9,-23.52341844874416,-46.55448123546102,3,2519.95,3732.5,Família com Crianças,5,5,6,DP_d8734910,-23.547536481487874,-46.56496540563815,2.88,4,8,6,7
LOC_a7e464bc,-23.592147807062226,-46.50962217943181,4,1622.75,566.55,Casal,8,7,5,DP_d8b2af58,-23.60816697866152,-46.539444179453824,3.52,7,4,3,4
